,diag,e_min,e_max,e_var,h_min,h_max,argmax_h,h_var
0,False,-2.409747170817639,0.22231625434641974,0.0021020061090672643,0.1982954154035611,1.0976936129720012,236,0.06333981806673544
1,False,-2.573514533807547,0.2451071129437827,0.0020894481417505803,0.18519958394124256,1.0976936129720012,411,0.060884869399292336
2,False,-2.573514533807547,0.24910446000565334,0.0021110852658019494,0.18917621932968537,1.0968269174254268,532,0.06213459899485613
